tome	session_id	organization	president	date
16	21	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. L'ABBE SFEYÉS.	1790-06-13
16	22	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BRIOIS DE BEAUMETZ, EX-PRÉSIDENT 	1790-06-14
16	23	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE MARQUIS DE BONNAY, EX-PRÉSIDENT. 	1790-06-15
16	24	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE COMTE STANISLAS DE CLERMONT-TONNERRE, EX-PRÉSIDENT. 	1790-06-15
16	25	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. L'ABBÉ GOUTTES, EX-PRÉSIDENT.	1790-06-16
16	26	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. L'ABBÉ SIEYÈS.	1790-06-17
16	27	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BRIOIS DE BEAUMETZ, EX-PRÉSIDENT. 	1790-06-17
16	28	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CAMUS, EX-PRÉSIDENT. 	1790-06-18
16	29	ASSEMBLÉE NATIONALE. 	n/a	1790-06-19
16	30	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE BARON DE MENOU, EX-PRÉSIDENT.	1790-06-19
16	31	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CAMUS, EX-PRÉSIDENT.	1790-06-20
16	32	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PÉLLETIER.	1790-06-21
16	33	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-22
16	34	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-22
16	35	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER.	1790-06-23
16	36	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-24
16	37	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-25
16	38	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-26
16	39	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-26
16	40	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-27
16	41	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-28
16	42	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-28
16	43	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-29
16	44	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-06-30
16	45	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER.	1790-07-01
16	46	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-07-01
16	47	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER.	1790-07-02
16	48	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-07-03
16	49	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. L'ABBÉ GOUTTES, EX-PRÉSIDENT.	1790-07-03
16	50	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE PELLETIER. 	1790-07-04
16	51	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. LE MARQUIS DE BONNAY. 	1790-07-05
16	52	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-06
16	53	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-06
16	54	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-07
16	55	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. L'ABBÉ GOUTTES, EX-PRÉSIDENT. 	1790-07-07
16	56	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE DONNAT. 	1790-07-08
16	57	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-08
17	1	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C. F. DE BONNAY. 	1790-07-09
17	2	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-10
17	3	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-10
17	4	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-11
17	5	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-12
17	6	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-13
17	7	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY, 	1790-07-13
17	8	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. C.-F. DE BONNAY.	1790-07-14
17	9	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. C.-F. DE BONNAY.	1790-07-15
17	10	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. C.-F. DE BONNAY.	1790-07-15
17	11	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-16
17	12	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. C.-F. DE BONNAY. 	1790-07-17
17	13	ASSEMBLÉE NATIONALE.	 PRÉSlDENCE DE M. C.-F. DE BONNAY.	1790-07-17
17	14	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. C.-F. DE BONNAY.	1790-07-18
17	15	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. C.-F. DE BONNAY.	1790-07-19
17	16	ASSEMBLÉE NATIONALE. 	présidence de m. c.-f. de bonnay. 	1790-07-19
17	17	ASSEMBLÉE NATIONALE. 	présidence de m. treilhard.	1790-07-20
17	18	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD. 	1790-07-20
17	19	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TRE1LHARD. 	1790-07-21
17	20	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD. 	1790-07-22
17	21	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD. 	1790-07-22
17	22	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD. 	1790-07-23
17	23	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD.	1790-07-24
17	24	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M.CAMUS, ANCIEN PRÉSIDENT. 	1790-07-24
17	25	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD.	1790-07-25
17	26	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD. 	1790-07-26
17	27	ASSEMBLÉE NATIONALE. 	présidence de m. de menou, ancien président. 	1790-07-26
17	28	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD. 	1790-07-27
17	29	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD. 	1790-07-27
17	30	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DË M. TREILHARD. 	1790-07-28
17	31	ASSEMBLÉE NATIONALE.	présidence de m. treilhard.	1790-07-29
17	32	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. TREILHARD.	1790-07-29
17	33	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. TREILHARD.	1790-07-30
17	34	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. TREILHARD.	1790-07-31
17	35	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD. 	1790-07-31
17	36	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-01
17	37	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-02
17	38	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-02
17	39	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-03
17	40	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. DE BONNAY, EX-PRÉSIDENT. 	1790-08-03
17	41	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-04
17	42	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-05
17	43	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. L'ABBÉ GOUTTES, EX-PRÉSIDENT. 	1790-08-05
17	44	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-06
17	45	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-06
17	46	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-07
17	47	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ.	1790-08-08
17	48	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-08-09
17	49	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ. 	1790-10-10
17	50	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. TREILHARD, EX-PRÉSIDENT.	1790-08-10
17	51	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. D'ANDRÉ.	1790-08-11
17	52	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. D'ANDRÉ.	1790-08-11
17	53	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. D'ANDRÉ.	1790-08-12
18	1	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-08-12
18	2	ASSEMBLÉE NATIONALE. 	n/a	1790-08-13
18	3	ASSEMBLÉE NATIONALE. 	n/a	1790-08-14
18	4	ASSEMBLÉE NATIONALE. 	n/a	1790-08-14
18	5	ASSEMBLÉE NATIONALE. 	n/a	1790-08-15
18	6	ASSEMBLÉE NATIONALE. 	n/a	1790-08-16
18	7	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-08-16
18	8	ASSEMBLÉE NATIONALE. 	n/a	1790-08-17
18	9	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-08-17
18	10	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-08-18
18	11	ASSEMBLÉE NATIONALE. 	n/a	1790-08-19
18	12	ASSEMBLÉE NATIONALE. 	n/a	1790-08-19
18	13	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-08-20
18	14	ASSEMBLÉE NATIONALE. 	n/a	1790-08-21
18	15	ASSEMBLÉE NATIONALE. 	ANNEXE 	1790-08-21
18	16	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-08-22
18	17	ASSEMBLÉE NATIONALE. 	ANNEXE 	1790-08-23
18	18	ASSEMBLÉE NATIONALE.	n/a	1790-08-24
18	19	ASSEMBLÉE NATIONALE. 	n/a	1790-08-24
18	20	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-08-25
18	21	ASSEMBLÉE NATIONALE. 	n/a	1790-08-26
18	22	ASSEMBLÉE NATIONALE. 	ANNEXE 	1790-08-26
18	23	ASSEMBLÉE NATIONALE. 	n/a	1790-08-27
18	24	ASSEMBLÉE NATIONALE. 	n/a	1790-08-27
18	25	ASSEMBLÉE NATIONALE. 	ÉTAT ANNEXÉ 	1790-08-28
18	26	ASSEMBLÉE NATIONALE. 	ANNEXE 	1790-08-28
18	27	ASSEMBLÉE NATIONALE. 	n/a	1790-08-29
18	28	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-08-30
18	29	ASSEMBLÉE NATIONALE. 	n/a	1790-08-31
18	30	ASSEMBLÉE NATIONALE. 	ANNEXE 	1790-08-31
18	31	ASSEMBLÉE NATIONALE.	ANNEXE	1790-09-01
18	32	ASSEMBLÉE NATIONALE. 	n/a	1790-11-02
18	33	ASSEMBLÉE NATIONALE. 	n/a	1790-09-02
18	34	ASSEMBLÉE NATIONALE.	ANNEXES 	1790-09-03
18	35	ASSEMBLÉE NATIONALE. 	n/a	1790-09-04
18	36	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-09-04
18	37	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-09-05
18	38	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-09-06
18	39	ASSEMBLÉE NATIONALE. 	n/a	1790-09-07
18	40	ASSEMBLÉE NATIONALE. 	n/a	1790-09-07
18	41	ASSEMBLÉE NATIONALE. 	n/a	1790-09-08
18	42	ASSEMBLÉE NATIONALE. 	n/a	1790-09-09
18	43	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-09-09
18	44	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-09-09
18	45	ASSEMBLÉE NATIONALE. 	n/a	1790-09-11
18	46	ASSEMBLÉE NATIONALE. 	n/a	1790-09-11
18	47	ASSEMBLÉE NATIONALE. 	n/a	1790-09-12
18	48	ASSEMBLÉE NATIONALE. 	PREMIÈRE ANNEXE 	1790-09-13
18	49	ASSEMBLÉE NATIONALE.	n/a	1790-09-04
18	50	ASSEMBLÉE NATIONALE.	n/a	1790-09-14
18	51	ASSEMBLÉE NATIONALE.	ANNEXE	1790-09-15
19	1	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX DE PU$Y. 	1790-09-16
19	2	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX DE PUSY.	1790-09-16
19	3	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX DE PU$Y. 	1790-09-17
19	4	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX DE PU$Y.	1790-09-18
19	5	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. DE JESSÉ, EX-PRÉSIDENT.	1790-09-18
19	6	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX. 	1790-09-19
19	7	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX.	1790-09-20
19	8	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX.	1790-09-20
19	9	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX. 	1790-09-21
19	10	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX. 	1790-09-21
19	11	 ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX DE PUSY. 	1790-09-22
19	12	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BOREAUX DE PUSY.	1790-09-23
19	13	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. DE MENOU, EX-PRÉSIDENT.	1790-09-23
19	14	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DÈ M. BUREAUX DË PUSY. 	1790-09-24
19	15	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX DE PUST. 	1790-09-25
19	16	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BUREAUX DE PUST.	1790-09-25
19	17	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-09-26
19	18	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-09-27
19	19	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-09-28
19	20	ASSEMBLÉE NATIONALE. 	ANNEXE 	1790-11-29
19	21	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-09-30
19	22	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M- EMMERY.	1790-09-30
19	23	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-01
19	24	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BOREAUX DE PUSY.	1790-10-02
19	25	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-05
19	26	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-03
19	27	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-04
19	28	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-04
19	29	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-05
19	30	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. D'ANDRÉ, EX-PRÉSIDENT.	1790-10-05
19	31	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY.	1790-10-06
19	32	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. D'ANDRÉ, EX-PRÈSIDENT.	1790-10-06
19	33	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY.	1790-10-07
19	34	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M- EMMERY. 	1790-10-07
19	35	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-8
19	36	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY.	1790-10-08
19	37	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-09
19	38	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. EMMERY. 	1790-10-09
19	39	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-10
19	40	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-11
19	41	ASSEMBLÉE NATIONALE. 	PRESIDENCE DE M.MERIN 	1790-10-11
19	42	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-12
19	43	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN ET DE M. TREILHARD, PRÉSIDENT, 	1790-10-12
19	44	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN. 	1790-10-13
19	45	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN. 	1790-10-13
19	46	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN. 	1790-10-14
19	47	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD, EX-PRÉSIDENT. 	1790-10-14
19	48	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-15
19	49	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-15
19	50	ASSEMBLÉE NATIONALE. 	présidence de tyu merlin.	1790-10-10
19	51	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-16
19	52	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN. 	1790-10-17
19	53	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN. 	1790-10-18
19	54	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN. 	1790-10-19
19	55	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-19
19	56	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN. 	1790-10-20
19	57	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN. 	1790-10-21
19	58	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD, EX-PRÉSIDENT. 	1790-10-21
19	59	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-22
19	60	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-23
20	1	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. MERLIN.	1790-10-23
20	2	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. MERLIN.	1790-10-24
20	3	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. MERLIN, PUIS DE M. BARNAVE.	1790-10-25
20	4	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. BARNAVE.	1790-10-26
20	5	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. BARNAVE.	1790-10-26
20	6	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. BARNAVE.	1790-10-27
20	7	ASSEMBLÉE NATIONALE.	PRESIDENCE DE M. BARNAVE.	1790-10-28
20	8	ASSEMBLÉE NATIONALE.	PRESIDENCE DE M. BARNAVE.	1790-10-28
20	9	ASSEMBLÉE NATIONALE.	PRÉSIDENCE DE M. BARNAVE.	1790-10-29
20	10	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BARNAVE. 	1790-10-30
20	11	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BARNAVE. 	1790-10-30
20	12	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BARNAVE.	1790-10-31
20	13	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BARNAVE.	1790-11-02
20	14	ASSEMBLÉE NATIONALE. 	 PRÉSIDENCE DE M. BARNAVE. 	1790-11-02
20	15	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BARNAVE..	1790-11-03
20	16	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DË M. BARNAVE. 	1790-11-04
20	17	ASSEMBLÉE NATIONALE. 	présidence de M. Barnave, président, et de M. merlin, viee-prêsident, 	1790-11-04
20	18	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BARNAVE. 	1790-11-05
20	19	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BARNAVE.	1790-11-06
20	20	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. BARNAVE.	1790-11-06
20	21	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. BARNAVE. 	1790-11-07
20	22	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CHASSET. 	1790-11-08
20	23	ASSEMBLÉE NATIONALE. 	présidence de m. chasset.	1790-11-09
20	24	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. CHASSET.	1790-11-09
20	25	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CHASSET. 	1790-11-10
20	26	ASSEMBLÉE NATIONALE. 	PRESIDENCE DE M. CHASSET. 	1790-11-11
20	27	ASSEMBLÉE NATIONALE. 	présidence de m. chasset.	1790-11-11
20	28	ASSEMBLÉE NATIONALE. 	PRESIDENCE DE M. CHASSET. 	1790-11-12
20	29	ASSEMBLÉE NATIONALE. 	présidence de m. chasset.	1790-11-13
20	30	ASSEMBLÉE NATIONALE. 	présidence de m. chasset. 	1790-11-13
20	31	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M CHASSET. 	1790-11-14
20	32	ASSEMBLÉE NATIONALE. 	présidence de m. ciiasset.	1790-11-15
20	33	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CHASSET. 	1790-11-16
20	34	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE m. CHASSET.	1790-11-16
20	35	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CHASSET.	1790-11-17
20	36	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CHASSET. 	1790-11-18
20	37	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CHASSET. 	1790-11-18
20	38	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CHASSET. 	1790-11-19
20	39	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. CHASSET. 	1790-11-20
20	40	ASSEMBLÉE NATIONALE.	présidence de m. chasset. 	1790-11-20
20	41	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. ALEXANDRE DE LAMETH.	1790-11-21
20	42	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH.	1790-11-22
20	43	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAHETH. 	1790-11-22
20	44	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH. 	1790-11-23
20	45	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH. 	1790-11-23
20	46	ASSEMBLÉE NATIONALE. 	présidence de m. alexandre de lameth. 	1790-11-24
20	47	ASSEMBLÉE NATIONALE. 	présidence de m. alexandre dè lameth. 	1790-11-25
20	48	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH.	1790-11-25
20	49	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH.	1790-11-26
21	1	ASSEMBLÉE NATIONALE.	présidence de M. alexandre de lameth.	1790-11-26
21	2	ASSEMBLÉE NATIONALE.	présidence de m. alexandre de lameth.	1790-11-27
21	3	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LÀMETH. 	1790-11-27
21	4	ASSEMBLÉE NATIONALE.	 PRÉSIDENCE DE M. ALEXANDRE DE LAMETH.	1790-11-28
21	5	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETII.	1790-11-29
21	6	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH.	1790-11-30
21	7	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. TREILHARD, ANCIEN PRÉSIDENT. 	1790-11-30
21	8	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH. 	1790-12-01
21	9	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DË LAMETH.	1790-12-02
21	10	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH. 	1790-12-02
21	11	 ASSEMBLÉE NATIONALE. 	présidence de m. alexandre de lameth. 	1790-12-03
21	12	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. ALEXANDRE DE LAMETH. 	1790-12-04
21	13	ASSEMBLÉE NATIONALE. 	PRESIDENCE DE M, ALEXANDRE DE LAMETH.	1790-12-04
21	14	ASSEMBLÉE NATIONALE. 	présidence de m. pétion. 	1790-12-05
21	15	ASSEMBLÉE NATIONALE. 	PRÉSIDENCE DE M. PÉTION» 	1790-12-06
21	16	ASSEMBLÉE NATIONALE. 	présidence de m. pétion.	1790-12-06
21	17	ASSEMBLÉE NATIONALE.	présidence de m. pétion.	1790-12-07
21	18	ASSEMBLÉE NATIONALE. 	présidence de m. pétion.	1790-12-07
21	19	ASSEMBLÉE NATIONALE. 	présidence de m. pétion. 	1790-12-08
